Star,SimbadName,Teff,logg,feh,class,is_host,age_gyr
HD96116,HD96116,5832,4.52,-0.01,single,False,0.11220184543019653
HD96276,HD96276,6080,4.49,-0.02,single,False,0.07943282347242822
HD96290,HD96290,6219,4.56,0.03,single,False,0.07943282347242822
HD96423,HD96423,5711,4.35,0.1,single,False,0.025118864315095822
HD96673,HD96673,4788,4.38,-0.13,single,False,0.015848931924611172
HD967,HD967,5568,4.53,-0.68,single,False,8.91250938133744
HD96700,HD96700,5845,4.39,-0.18,LMPH,True,0.025118864315095822
HD97037,HD97037,5883,4.34,-0.07,HMPH,True,6.309573444801943
HD97320,HD97320,6165,4.57,-1.05,single,False,3.981071705534969
HD97343,HD97343,5410,4.39,-0.06,single,False,14.125375446227611
HD97783,HD97783,5682,4.5,-0.73,single,False,0.025118864315095822
HD9782,HD9782,6023,4.42,0.09,single,False,2.5118864315095926
HD9796,HD9796,5179,4.38,-0.25,single,False,0.017782794100389226
HD97998,HD97998,5716,4.57,-0.42,single,False,3.1622776601683795
HD98281,HD98281,5381,4.42,-0.26,single,False,19.952623149688826
HD98284,HD98284,5913,4.52,-0.84,single,False,7.943282347242854
HD98356,HD98356,5322,4.41,0.1,single,False,12.589254117941662
HIP102025,HIP102025,4684,4.32,-0.28,single,False,0.012589254117941687
HIP102964,HIP102964,4797,4.43,-0.23,single,False,0.01995262314968879
HIP103867,HIP103867,4559,4.14,-0.45,single,False,0.003981071705534978
HIP104856,HIP104856,5023,4.43,-0.24,single,False,0.01995262314968879
HIP105506,HIP105506,4840,4.37,-0.01,single,False,0.014125375446227554
HIP10741,HIP10741,4859,4.4,-0.15,single,False,0.017782794100389226
HIP108216,HIP108216,4830,4.53,-0.51,single,False,0.03162277660168379
HIP109149,HIP109149,4960,4.43,-0.12,single,False,0.022387211385683375
HIP109421,HIP109421,4576,4.42,-0.27,single,False,0.022387211385683375
HIP113596,HIP113596,4580,4.25,-0.21,single,False,0.006309573444801942
HIP116374,HIP116374,4626,4.31,0.01,single,False,0.011220184543019653
HIP116939,HIP116939,4984,4.35,-0.07,single,False,0.017782794100389226
HIP12147,HIP12147,5050,4.5,-0.32,single,False,0.03548133892335753
HIP15587,HIP15587,5239,4.46,-0.12,single,False,14.125375446227611
HIP16094,HIP16094,4877,4.44,-0.04,single,False,0.03162277660168379
HIP17346,HIP17346,4699,4.32,-0.16,single,False,0.01
HIP1745,HIP1745,5416,4.39,-0.44,single,False,19.952623149688826
HIP18918,HIP18918,4572,4.28,-0.2,single,False,0.008912509381337459
HIP20444,HIP20444,4907,4.41,-0.12,single,False,0.01995262314968879
HIP21539,HIP21539,4578,4.33,-0.33,single,False,0.012589254117941687
HIP21934,HIP21934,4674,4.19,0.03,single,False,0.005623413251903491
HIP22059,HIP22059,4741,4.4,-0.32,single,False,0.017782794100389226
HIP25612,HIP25612,4571,4.35,-0.5,single,False,0.011220184543019653
HIP26013,HIP26013,4891,4.41,0.02,single,False,0.01995262314968879
HIP26542,HIP26542,4750,4.48,-0.54,single,False,0.025118864315095822
HIP31639,HIP31639,5400,4.53,-0.54,single,False,12.589254117941662
HIP32127,HIP32127,5302,4.44,-0.64,single,False,0.01995262314968879
HIP32812,HIP32812,4977,4.41,-0.02,single,False,0.022387211385683375
HIP33392,HIP33392,4986,4.54,-0.09,single,False,11.220184543019654
HIP35992,HIP35992,4939,4.25,-0.02,single,False,0.008912509381337459
HIP36347,HIP36347,4719,4.38,-0.05,single,False,0.015848931924611172
HIP38324,HIP38324,4615,4.39,-0.3,single,False,0.017782794100389226
HIP39470,HIP39470,4571,4.4,-0.39,single,False,0.017782794100389226
HIP41659,HIP41659,5197,4.38,-0.53,single,False,0.014125375446227554
HIP45301,HIP45301,4788,4.46,-0.12,single,False,0.025118864315095822
HIP46933,HIP46933,4487,4.22,-0.24,single,False,0.006309573444801942
HIP5114,HIP5114,4846,4.39,-0.69,single,False,0.012589254117941687
HIP5158,HIP5158,4813,4.32,0.17,HMPH,True,19.952623149688826
HIP54446,HIP54446,4992,4.51,-0.18,single,False,15.848931924611108
HIP54597,HIP54597,4799,4.43,-0.22,HMPH,True,0.01995262314968879
HIP57688,HIP57688,4712,4.32,-0.14,single,False,0.01
HIP58348,HIP58348,4828,4.34,0.0,single,False,0.014125375446227554
HIP59925,HIP59925,4590,4.4,-0.26,single,False,0.017782794100389226
HIP61406,HIP61406,4855,4.42,0.03,single,False,0.022387211385683375
HIP64965,HIP64965,4888,4.78,-1.03,single,False,0.07079457843841373
HIP67126,HIP67126,4681,4.2,-0.19,single,False,0.005623413251903491
HIP69224,HIP69224,5005,4.3,-0.14,single,False,0.01
HIP7058,HIP7058,4749,4.55,-0.1,single,False,17.78279410038923
HIP7743,HIP7743,4692,4.39,-0.17,single,False,0.015848931924611172
HIP78242,HIP78242,5244,4.4,-0.01,single,False,17.78279410038923
HIP80083,HIP80083,4800,4.78,-0.8,single,False,0.08912509381337495
HIP88316,HIP88316,5159,4.38,-0.01,single,False,0.01995262314968879
HIP9398,HIP9398,4734,4.49,-0.43,single,False,0.025118864315095822
HIP96240,HIP96240,4849,4.47,-0.15,single,False,0.022387211385683375
HIP98764,HIP98764,4912,4.44,-0.28,single,False,0.01995262314968879
HIP99606B,HIP99606,5764,4.19,-0.41,single,False,0.01
