age,feh,gaia_id
2.57,-0.02,4763702335716916736
7.48,-0.43,3565802868434098432
6.75,-0.38,4762442707708130944
7.99,0.2,5484020573762119936
11.28,-1.73,5494782116834735232
5.57,-0.38,3565810251481755008
8.04,-0.25,4762938999769238784
12.12,-0.65,4759964988318453248
4.4,-0.01,4774284757176852480
9.31,-0.25,4762783865550355456
5.41,-0.47,3566185086164009088
8.02,-0.13,3565961232468130304
10.4,-0.42,5484364720901205504
8.51,0.02,4774287123702682624
8.93,-0.43,4774324614473456640
7.01,0.07,5494634954075305216
5.6,-0.43,3565857191180491008
10.42,-0.4,4765135991503948032
9.49,-0.03,4762239435495801728
11.27,-0.34,5483994426001228032
12.22,-0.27,5494634816636352128
10.88,-0.04,3565838877440306944
8.07,-0.01,4765031881496354176
9.92,-0.42,5482846535862026496
5.94,-0.11,4759925410196129024
8.7,-0.46,3565957796494311680
7.65,-0.55,3794039423407789056
11.88,-0.49,5483667286932990976
11.61,-0.44,4759740726602749440
10.2,-1.05,3799363769809928192
7.93,0.37,5494758236816412416
11.83,-0.59,5494630315510644096
6.49,0.18,5483989856156027008
11.97,-0.3,4774453630994496512
6.67,0.03,4762186173605141120
4.37,0.24,4759914312000749696
6.88,0.15,4774449855719681280
11.02,0.17,5482843202967407232
11.76,-0.85,5484301876939741568
10.14,-0.63,5494584685778273792
6.52,0.31,4762434560153621504
10.07,-0.5,4764944165381100032
10.64,-0.84,4762388213162938112
3.3,-0.06,3565840904664550656
5.18,0.01,3896735286911452672
8.8,0.01,5483984740852077312
3.16,-0.45,3565846092985047296
5.04,-0.41,4765002130259730048
7.65,-0.05,5483910175922885504
8.88,-0.14,3921486255725585920
11.99,-0.3,4759171969853292160
7.27,0.0,5483002430291537408
7.71,-0.62,3795809495394092288
4.55,0.15,3566578917484638720
9.86,-0.14,5483638772646474112
10.62,-0.37,5483617985004527744
10.71,-0.66,4774327431972024320
5.85,-1.22,4762231391020821760
8.46,-0.31,4759168568239195264
9.96,-0.3,3795967245248288128
6.91,0.16,3566620217890169472
8.71,0.12,3898243503331128960
11.54,-0.13,4764988901760568704
10.26,-0.71,3896516621536065536
5.56,-0.36,3898243679425783808
11.83,-0.13,4762230055287341696
11.88,-0.14,4762336501756718080
10.97,-0.11,4774311278598760832
10.28,-0.47,5494530156873584000
10.19,-0.27,4759917984196382720
7.34,-0.42,3921270545287880448
9.63,-1.43,5494530118217906688
7.54,0.16,4759158844433251072
6.76,0.28,4774236859701796992
12.39,-0.27,5482995180386874368
10.37,0.17,5483794417963937792
7.38,0.0,5483603931871560192
2.97,-0.18,5494526927058176512
3.7,-0.05,4765104036947274752
11.88,-0.36,4774986108156167296
5.78,-0.2,5483543664890326272
7.89,-0.4,3921375170691424768
7.24,-1.37,4761425418934745728
11.78,0.16,4774021905178445824
11.0,-0.56,4774252802620364160
7.84,-0.2,3799358723223924096
6.75,-1.32,4765104178682618368
6.59,0.07,5482886118280285824
7.76,-0.42,3898249245703399552
5.18,-0.06,5483872242771733376
6.36,-1.42,5494688555267074688
8.92,0.07,4762223870534370304
5.59,-0.88,3566364134759622272
5.41,-0.19,5482898522145566208
4.5,-0.3,5483760848500226944
1.93,-0.05,5483788061412347392
6.38,-0.71,3795942467581248896
9.08,-0.18,5484265215099741952
12.49,-0.12,4774215586727086720
8.45,0.14,5483593520870912384
5.85,0.11,5483758683836712704
6.15,0.09,3921438083372392448
12.01,0.0,5483784595376171904
8.02,-0.27,5482794755735689472
6.08,-0.4,5483778234527187072
10.29,0.11,4764957015923290112
11.41,-0.33,4759886304518567552
9.24,-0.19,3566375336034354816
11.78,-0.2,4762151027889072768
7.07,0.09,3921373933740843008
7.97,-0.58,3566719689332540416
8.69,-0.41,4774241979302789888
10.92,-0.23,4762355635834601728
11.71,-0.51,4774244625002604800
12.38,-0.56,4762116221474058240
5.54,-0.02,5480853572252196992
8.52,-0.26,3796354891816800512
8.06,-0.39,3898275393464313472
9.9,-0.05,4765091465579431808
11.76,-0.49,4759090262395703424
7.66,-0.26,5483750613595149440
7.31,-1.2,4774062209151688064
7.84,-0.04,5480852369663558272
10.63,-0.19,5483738553326980096
10.76,0.09,5483500440339844736
10.42,-0.27,5486649544720922752
8.19,-0.45,5483478651968559616
7.12,0.34,5480809518772533888
10.9,-0.59,5486735852086757504
9.16,-0.27,4759088540112050560
7.26,-0.42,3898278520200507008
11.59,-0.63,5482752497554726656
12.06,-0.51,4774210467126072064
9.45,-0.06,5483736904059462016
11.17,-0.53,5486811825765333504
12.29,-0.21,4774050866141523584
11.16,-0.47,5483736388663377920
12.22,-0.4,5483724637632844928
10.21,0.35,4774161199557957120
7.9,0.27,4764867543164615936
5.72,-0.12,4762113090442223232
5.43,-0.04,5483375508330841984
9.08,0.03,5483389728966117888
9.43,-0.41,5486641160944353152
10.71,-0.41,4774048156019098752
3.94,0.14,5480824950592290432
7.61,-0.43,5480736680424485376
11.96,-0.45,5480804712706675712
8.38,-0.08,3566395608280024704
10.5,-0.64,4761351472480889216
4.89,-0.05,5486638549604244736
6.51,-0.78,3566558610879106048
11.11,-0.4,4774144225847233664
8.6,-0.05,5494450648438783360
9.65,-0.45,5486631024821598720
4.01,0.01,3896271155565706368
8.71,-0.52,3895632163214919680
12.25,-0.23,4774143946672598528
9.94,-0.41,5482526994591752320
10.59,-0.21,5481996995627989376
10.45,-0.02,5494481533546802176
8.67,-0.52,3796386124819004544
11.03,-0.53,5483460789201488256
9.32,0.09,3896494700023060480
11.7,-0.53,4774045579038321024
2.35,0.03,5483708832153207040
12.27,-0.37,5482722840803297664
8.21,-0.38,3795888870685088256
7.03,-0.42,5486680498548256896
9.91,0.1,3566345511781480064
6.09,-0.24,5480788907226909440
5.64,-0.26,5483485700011922048
11.38,0.09,5481986412828276608
9.91,0.09,5486693009790122112
3.99,0.1,5486668506999568000
10.4,-0.54,5486678750499607040
7.33,0.07,5494433979668903552
11.3,-0.66,5486673974495240576
9.26,-0.03,5486679575132779776
11.92,-0.56,4762103851968765440
10.43,-0.4,5483325441895885440
9.82,-0.53,3896659111371525376
10.86,-0.47,4773952979543859456
11.97,-0.73,5486580206768625792
11.49,-0.41,4762043924288405760
8.41,-0.53,4764839501321232000
5.57,0.02,5482483490866380032
8.29,0.08,3796363378672197760
11.7,-0.41,5482635674444178176
3.83,-0.14,4761148170205778688
9.57,0.09,4761978022309922304
8.18,0.08,5483435500434220288
11.55,-0.84,5480598481260391680
3.41,-0.04,5482505725913588224
10.71,0.05,5480778805463835904
7.36,-0.45,3566292666503889408
3.91,0.23,4759051229732841728
10.08,-0.56,3796373755313192448
5.17,-0.02,5480598172022746624
7.52,-0.75,4762099488281512576
10.13,-0.54,5486616623794852224
7.11,0.01,5485937645301454976
7.3,-0.45,3566294831167409280
6.7,-0.4,3896281218673117056
8.93,0.3,5486661776788324864
9.86,0.15,5482460645935258368
11.58,-0.37,5482421952574770688
9.08,-0.24,4761378582314889984
7.12,-0.19,3796495453210554752
11.73,-0.25,5483261880676003072
11.92,-0.41,4773933050895040128
9.18,0.02,3565120037353145216
10.93,-0.6,5483237725779921920
12.11,-0.62,5482657969618218112
11.47,-0.07,4774133162011520640
11.72,-0.22,4762087595515857280
11.89,-0.27,5486565191563105024
6.38,-0.08,3785339503293511680
9.11,0.08,5482420303307331328
7.24,0.25,3565111516138014976
10.77,0.06,4762568464350732032
8.3,0.11,5485927234300773248
9.77,-0.41,5480705649283491328
9.32,-0.23,3895627735104307456
12.18,-0.43,5483297030688598272
7.58,-0.28,3795871725175665536
11.79,-0.92,5481951778212131456
12.04,-0.23,4761902641340382720
11.56,-0.37,5486560965315187200
10.44,0.3,5483297541787234176
9.02,-0.24,4759620158280409088
12.26,-0.12,4761317563716154880
6.12,0.33,5482595675412561792
9.63,-0.2,5481864328380969856
8.43,-0.33,3898364007229722112
8.9,-0.14,5482405253741928832
10.11,-0.44,5480572647034458880
12.17,-0.32,5480578075872311552
4.43,0.14,4761908448136167680
6.24,0.11,3566299435372377344
1.48,-0.13,3895863923946014208
11.36,-0.63,4774118834000616448
6.19,0.03,3566326957522814848
11.05,-0.08,5480577388677534592
10.74,-0.1,5483201854213400320
10.73,-0.26,5494398451699450240
11.27,-0.29,3785311534466485760
6.63,-0.44,3796530916756381696
8.33,0.0,5486555119863183104
5.2,-0.04,4762069973266419072
5.86,0.09,4762030184689277184
6.09,0.0,5432073803311089792
9.33,-0.1,5483199861348367744
8.24,-0.29,4761269047765264896
9.91,-0.01,4762010732781150336
3.49,-0.2,5486549381786877568
11.03,-0.64,3921072289597197824
11.88,-0.12,5481920403474745088
3.9,-0.03,4759427022191697664
8.45,-0.33,5480646829708547712
10.95,-0.4,5482252357202676864
11.63,-0.25,4678856425014982784
7.03,-0.38,3898254983780038400
9.92,-0.1,5480642569100953728
7.09,-0.29,5482584852094345472
4.61,-0.16,3896601455730556928
5.98,0.31,5432064633560376704
7.89,-0.3,3796270774881599232
11.99,-0.5,5480526639343998720
9.52,0.13,5432085726140302336
9.13,0.11,4678858791540982528
11.98,-0.47,5482585131269167616
11.51,-0.6,3795869556216834432
5.31,-0.12,3895782422646569216
8.18,0.13,5324931175497875072
5.03,-0.47,3566435603015761408
7.06,-0.67,5432051095823453056
2.59,-0.11,5494393091580266496
4.22,0.32,4759742100991905408
11.25,0.1,5482263214880188800
9.96,0.22,5432061128867297920
3.29,-0.14,5432060544751737984
3.09,-0.28,5432050885364571264
3.37,0.16,5431954338800898048
7.72,-0.43,3795543864552136320
3.35,-0.04,4761060930829949568
10.92,-0.17,5432058861124547584
7.38,-0.36,4773917279775264128
9.69,0.16,4758992027903707648
4.88,-0.46,5432060372953046528
11.13,-0.3,3796320085401889664
10.81,-0.61,4761307839910225792
6.46,-0.29,5432055803107836928
10.5,-0.49,4774115088789154816
8.87,-0.39,4758953682435613824
5.48,-0.27,5432057899051888640
7.29,-0.03,4761885358391988480
8.86,-0.4,4758953265822326528
7.91,0.02,5480564293319539584
4.93,-0.54,3896410140707300352
10.5,-0.24,4758988209676883456
4.51,0.08,3566335100780821632
4.1,0.09,5431951894958360704
10.06,-0.46,3896607777922419456
7.36,0.04,3795650585898802560
4.09,-0.17,5319937090594712960
7.66,-0.26,5482235314772481664
4.96,0.16,5432048347044578048
7.22,0.11,5432091296714840960
7.22,0.39,5481844747626947584
11.55,0.11,5480636727945465088
9.66,-0.17,3796417186022364672
1.84,-0.15,5324902828713197696
8.99,0.02,5432046697777123456
11.11,-0.05,5319936643918104832
7.94,0.12,3796479514587811072
8.86,-0.25,5432088891536043520
7.99,0.12,5480454582676003968
11.27,-0.41,5320035462527250944
1.84,0.04,5326896552520510464
6.58,-0.4,3945487838644230784
8.66,-0.53,3796257619397517440
6.89,0.03,4758615616969681792
4.89,-0.11,5483166802982740096
7.88,-0.33,5432054634876728960
2.2,0.17,5431951452579828608
6.39,0.1,3895871723605810304
6.27,-0.35,5324895407009268352
4.29,0.21,5432089544371080064
8.65,-0.17,5432082943001494272
9.51,-0.16,3796322421863350272
9.42,-0.28,5319939633215761280
9.73,0.07,5319941072024818816
11.2,-0.36,4761215717154488576
5.6,-0.22,5432056387223525888
11.39,-0.39,4678833060392897152
2.23,0.14,5327770045796134656
4.89,-0.07,5482241843122732032
5.56,-0.45,5324900457890949504
5.14,-0.09,5485792269248452992
4.44,-0.16,5431948463285781760
2.32,-0.24,5326884904569063168
10.45,-0.08,5481828735988639104
11.39,-0.24,5319931833554730112
11.84,-0.6,4773898210120558592
8.91,-0.06,5431948360206564224
7.56,0.23,5420046249913960064
9.99,-0.22,5320023264819915776
3.4,-0.01,5480516052246877440
9.53,-0.54,5423253422255561728
9.85,0.12,5431950971546705792
6.9,0.07,5420079578860224000
9.69,-0.02,5482372165314428416
8.97,0.36,5319939220898589568
2.99,-0.04,5431948738163692544
8.33,-0.07,5485838066483639168
5.9,-0.13,5480270590573492736
10.12,0.11,5324920489619209984
5.29,0.03,5482253765952016896
7.18,0.05,5419939184969313152
5.13,0.16,5326891467279177344
6.28,0.1,5420078135751202048
6.13,0.1,5420037831778039040
6.74,-0.19,5319931008921012864
8.02,-0.18,5419941315273260672
4.65,-0.08,5420043776012782592
8.65,-0.39,5480506740757809664
7.62,0.12,5420045700158150272
5.1,0.17,4759494161119980032
7.84,-0.01,5319928157063132032
6.38,-0.26,4761257262375028736
8.13,0.24,5320021409394059136
4.34,0.1,5324789475936429056
11.8,-0.49,5482211159876552064
9.68,-0.23,5319907094543068800
6.94,0.02,5319908400213108992
5.8,-0.26,5420035460956071808
10.89,-0.26,5319930630963946752
5.71,-0.63,3945441968394861056
11.83,-0.65,5485783507515542528
10.95,-0.32,5480422731198544896
2.87,0.14,5319907300701530240
7.31,-0.22,5420037007144315392
9.82,-0.15,5480269525421604480
8.25,0.28,5420034258365338880
6.77,-0.22,5327229223507316736
4.61,-0.03,4758836167834595584
7.5,0.01,5485835562519095168
6.16,0.1,4759493847585662208
6.33,-0.18,5420069099139986176
11.4,-0.2,5485782820320447360
9.97,0.0,4773895426981701376
11.93,-0.65,4759490862585100416
10.88,-0.09,5319927779105792768
3.89,-0.09,5319904822501898112
10.27,-0.17,5420068858621916160
8.04,-0.37,3895783178560863616
5.36,-0.09,5319925717521450624
7.2,-0.05,5419931277929223424
11.48,-0.3,4758973576724232576
6.73,-0.45,5320020683539475584
9.15,0.13,5480174486385507328
11.42,-0.15,5420033949127574912
11.18,-0.29,5480488083419854464
4.22,0.15,4761098554743625856
4.66,-0.43,5420033777328877056
9.97,-0.93,5481698680083095936
6.09,0.03,5482367702844600704
12.05,-0.45,5481872063619262464
10.15,-0.18,5420033021414649472
4.11,-0.12,5485845385107924480
7.56,-0.57,5419937123385147264
2.05,0.07,5419930526315418752
7.69,0.02,4678076871271067904
3.15,-0.09,5419931144790666624
9.73,-0.52,4758795112243140608
11.04,-0.46,5480421425527752448
12.05,-0.17,4773893979576359168
11.26,-0.69,5419936367471002752
8.78,-0.03,5319894347080236416
11.64,-0.28,5319916612190799872
10.28,-0.03,5420065491367688832
11.48,-0.66,5482329666614293760
6.84,-0.11,5420031097269288832
11.77,-0.33,5480419917996663168
6.74,-0.17,5481700677243836032
11.98,-0.3,5319893762964661248
9.28,0.09,5420032609097903616
3.22,-0.12,5319922281547655168
7.59,0.01,5327224894180272896
10.93,-0.36,3565514143552193280
6.08,-0.03,5319269171641205632
6.73,-0.13,3591546455729321600
4.93,-0.28,5485844118094017408
12.11,-0.26,4761842404422585984
7.75,-0.62,5419935852074930048
11.86,-0.51,5485815217257634048
4.54,0.11,5485750895827810944
10.54,-0.29,5420030375714903552
10.51,-0.89,5481686963410960512
5.1,-0.17,5480433146495644288
6.72,-0.23,4758784666882821376
9.3,-0.37,5319895098695945728
5.18,-0.38,5420062227192581888
9.92,0.34,5481684940483598080
3.46,0.03,5324882315949295360
7.56,0.07,4759532815825754240
12.03,-0.36,4678072438864829056
10.82,-0.57,3896643065373748864
7.99,-0.32,5319266865240193664
8.73,-0.42,4761192047591402880
7.07,0.1,4761634291783782784
9.56,-0.22,5421567523030083328
9.18,-0.87,3796413509530384640
6.43,0.29,5420026527424330112
8.34,-0.1,4761631783523040640
5.0,-0.25,5420053053142392576
6.34,-0.27,5421564606752194816
9.4,-0.04,5319265976185252352
10.02,-0.72,5319915134722089216
4.51,0.14,5419926196988427520
8.92,-0.01,4761184003116199424
7.52,-0.11,5324862421660120064
5.47,0.1,5420054049574815488
9.46,0.31,5485818313930495488
6.88,0.09,4758784460724395264
4.57,-0.22,5324835414904477952
10.71,-0.22,5479751071329415552
10.76,-0.38,4761840999970106752
4.76,0.09,5319912695180628864
7.33,-0.09,4678017909959960064
8.94,-0.55,3593270696119957760
6.05,0.15,5419914377238428416
6.4,-0.59,3591384002886342400
6.21,0.05,3895768300794145920
9.63,-0.17,5319882492970715776
1.67,-0.18,5419922761014769792
9.09,-0.36,5420060165608258816
5.27,-0.44,5324828920913891456
10.56,-0.03,5485753855061074432
9.62,-0.5,5480426652505166208
7.74,-0.15,5319887372053356288
5.46,-0.2,5326836457337722752
11.48,-0.56,4758737044285543168
2.5,-0.18,5420057348110011904
4.33,0.12,5419912521812688896
10.89,-0.34,5319171349464780800
10.99,-0.28,5485652042858961536
11.72,-0.23,4678027118369865728
5.5,-0.13,5419919806077248640
9.96,0.12,5419913720102926848
6.06,-0.19,5420018521605258880
10.98,-0.03,4761183388937473664
8.61,-0.22,3565684774012871296
3.99,-0.19,5319880740624071680
11.13,-1.14,4759475263262361472
11.77,-0.75,5480410469068598912
10.44,-0.46,5481676487988135296
5.65,-0.27,3565468204582033920
4.06,-0.05,5420016322581977728
7.37,-0.32,5481758951360094464
11.67,-0.53,5480221662305989632
5.98,-0.14,5420024156602386048
4.48,-0.01,4761627694714170752
4.94,0.06,5324854828157500928
10.35,-0.12,5420058859938536832
10.83,-0.02,5319879091356776832
6.3,-0.25,5421560277425354112
5.47,0.06,3565025479353251456
4.17,-0.38,5421560895900669696
5.86,-0.1,5319161316421074048
3.19,-0.19,5423321557616531456
3.42,0.07,5319166470381942144
6.91,-0.26,5420024431480555520
4.07,-0.15,5420015497948279936
9.36,-0.24,5479736880757457280
10.14,0.02,5420056695274986496
7.65,0.27,5481676041311681792
7.28,0.17,5324852659186952064
8.7,0.18,5420013191548248064
6.25,-0.21,5419910597667355520
8.07,-0.12,5420022369896225280
7.98,-0.31,5319252026131751040
7.11,-0.23,5423224903672511616
4.61,-0.03,5327200292607509632
4.78,-0.17,5324731133098873472
11.27,-0.46,5481584094652226560
3.86,0.15,5419916915561601280
1.5,-0.02,5319135684056234240
10.68,-0.64,5482175077854548736
7.15,0.21,5485699497955211776
7.53,-0.14,5420047418145548032
9.31,-0.33,5485716609104651520
10.28,-0.46,4677810475923454976
5.79,-0.13,4678741109436855808
8.3,0.1,5423186214606458112
11.94,-0.45,4761178265039896576
5.77,0.0,5319250960979624448
12.31,-0.3,4761820830803586048
7.21,-0.5,5324744224160608512
8.02,-0.36,3892604623587955200
12.3,-0.2,4758767968049842176
8.18,0.14,4761613950818679808
2.55,0.1,5485626651012290944
6.28,0.13,4758731649806640384
4.05,0.02,5419915923426811136
12.02,-0.41,4761166621385054208
2.61,-0.1,5423131410827826560
10.59,-0.05,5319155131668341760
11.6,-0.4,5423133884729008768
1.24,-0.01,5423224697514082048
11.67,-0.59,4678066632069054336
10.19,-0.18,4678744133093831936
4.89,-0.41,5421513307663012096
7.07,0.3,5319164752395049088
6.44,0.1,5319247937322655360
5.46,-0.31,5423139004330145920
7.28,-0.51,5420011787096697728
10.87,-0.11,5479716741654472320
9.82,-0.47,5420011271700887936
8.42,-0.22,5419917813212733440
11.15,-0.6,5319134240947626112
7.69,-0.3,5423138076617383424
5.16,-0.17,5419915648549184256
5.3,-0.48,5419917400895867904
8.22,0.16,5319247799883710080
9.13,-0.06,5319152829565830656
7.73,-0.66,3565024203747975296
6.98,0.28,5319153138803502592
3.1,0.14,5421520420128894592
11.56,-0.43,5319126544366654464
11.53,-0.39,5421520523208112896
10.37,-0.2,4758906399139204480
11.81,-0.42,4678785059838473984
10.01,-0.44,4760997743269327360
11.19,-0.49,4759293568967710208
9.07,-0.04,5319156437338311808
8.14,-0.06,5319152657767167616
11.12,-0.48,5480351782635516416
6.15,-0.09,5419973304189786496
8.77,-0.05,5295107128741559936
10.77,0.05,5420001238657202176
11.94,-0.33,4773822687415505408
11.85,-0.14,5319126028970570496
7.34,-0.1,5420008041885440384
6.88,-0.52,5420000998139028480
9.92,0.04,5480460737366067072
1.08,-0.08,5420008076245184896
5.13,0.18,5420007384750892032
10.07,0.03,5420001509235631872
7.46,-0.23,5326820514419116288
6.67,0.2,5481796025517994880
5.15,0.17,3565463561721360384
10.43,-0.41,5319132419881151744
3.32,-0.07,5480101987337288960
3.37,-0.32,5419964301938281216
2.88,0.14,5423129555402067456
8.72,-0.09,5319124895098793984
3.25,-0.37,5423129692841026048
10.78,-0.18,5319125719733612160
9.86,-0.25,5479710011442352768
10.32,-0.21,5419869365981624704
11.5,-0.04,5319151661335946496
8.39,-0.23,5485706262526045440
8.2,-0.19,5419965848126534400
8.35,-0.23,4758724979720199040
6.36,0.03,3795461985295647104
5.93,-0.17,5319151077219278976
7.42,-0.17,5485622394701980416
6.72,-0.1,5419997901463804032
3.47,-0.05,5324808992265830656
11.74,-0.47,4761609277894242816
6.45,0.16,5319129769883612544
6.22,0.21,4760863735994647680
10.55,-0.35,5421516812356657024
5.84,0.13,5319144308350693120
6.61,-0.19,5482160857219566080
7.1,-1.02,4758724468621346688
6.47,-0.58,5419869503420582144
11.89,-0.06,5319150871060849536
5.41,-0.32,5480458710141500032
3.49,0.0,5419971998519778560
4.68,-0.05,3795421853121226112
7.46,0.06,5419860501169060608
10.06,-1.18,4761651020680072576
9.34,-0.36,5324724261151676800
9.05,-1.11,4773833373294265088
10.47,-0.21,4761601375154532224
5.43,-0.25,5480361021107716224
4.43,0.07,3565664982803592448
2.37,0.08,4758036517939770624
7.59,0.29,5319148534598600960
8.67,0.19,5319148912555729024
5.87,-0.24,5419868884946590080
5.97,0.12,5419971208245776640
2.18,-0.13,5479684001120150272
2.55,-0.28,5423128249731995648
7.05,-0.38,5319243882873538560
11.35,0.01,5324659355608828928
8.34,-0.02,5421516571838487168
2.37,-0.09,5419969696418716160
10.8,0.08,5325036728614413952
6.05,0.17,3591525942965545856
10.44,-0.09,5485703582466453760
9.81,0.04,5421510043488182656
3.27,-0.01,5481407657394686336
10.73,-0.1,5423032248621894144
4.38,-0.09,5421504889527447168
6.39,-0.32,5479724648690758016
5.49,0.01,5419997390366758528
7.11,0.1,5319118160590099328
8.21,0.21,5319196810031974016
6.5,0.0,5480357344615334272
6.35,0.39,5420003094083332992
4.12,-0.51,3892590952707997696
4.17,-0.25,5421498258097919232
3.53,-0.31,5423123164490901632
6.51,0.13,5423116739219800064
5.0,-0.1,5319102939225852800
8.43,0.0,5481614503020147456
6.8,-0.24,5419994504148698496
9.06,-0.45,5485609784678262144
10.19,0.23,5295102421457479296
10.24,-0.31,5421503927454755840
10.66,-0.17,5319139772865265920
8.03,-0.11,5422800973221267456
2.4,-0.05,5481745551062341248
5.43,-0.03,5481739602530726144
11.36,-0.27,5324710963932936320
4.24,0.0,5480096244963493888
6.43,-0.11,5419961450080324992
9.62,-0.34,3593032583133137664
10.56,-0.29,3795464248743002240
10.97,-0.02,5481372159488197120
7.9,-0.21,5479680840024530944
7.74,-0.28,5319100671483110528
10.25,-0.28,4758567337240801536
1.25,-0.06,5423115777147096320
12.48,-0.6,4677815702899993600
7.36,-0.48,3896203157643550208
6.14,-0.26,5419959560294696064
8.51,0.04,3591290372599140480
4.85,-0.31,5419992923600803840
4.21,-0.15,3796101626185175296
4.89,0.12,5419958666941568128
5.58,-0.25,5419862287875461888
11.57,-0.02,5319214264779335040
4.23,0.03,4677994747200681344
5.55,-0.33,5319192583784187392
6.43,-0.12,5419992408204718976
7.93,-0.43,3796447078994804736
7.06,-0.2,5419990758937266432
9.6,-0.42,5319110257850641152
4.66,-0.18,5419958082826005888
5.51,-0.02,5419852667148973312
5.89,-0.22,5319190247322061696
4.75,0.34,5419990415340032000
6.6,-0.13,5485513096374088448
7.8,-0.34,5319108161906387456
11.43,-0.24,5319108161906386944
5.81,-0.46,5319098884776721792
6.0,-0.36,5485669914220407936
9.61,-0.32,4758698664457856768
7.8,-0.48,3892789551996340352
1.8,-0.07,5324654442166417024
11.16,-0.59,4761803719653889920
3.81,-0.11,4758018307278496000
12.0,-0.11,5319106650077905152
4.28,-0.37,5423110142150136320
1.78,-0.14,5423118147969224192
10.07,-1.39,4761643225315864064
9.91,-0.36,5319181588667956224
8.8,0.33,5419849574772543360
5.58,0.08,5319191273816169600
8.04,-0.22,5419980347936666112
6.36,-0.2,5319210034232316672
10.45,-0.5,4678707784786918528
5.85,-0.02,5421491351790675712
6.79,0.19,5419978355071830016
5.94,0.1,5319112422514137344
11.33,-0.13,5319179939400505472
10.18,-0.13,3796096231706249856
6.18,-0.18,5319187532902931840
6.25,-0.08,5421492245143883264
11.03,-0.63,5485669261385462144
4.18,0.11,5482063241202929408
9.13,-0.33,5319209935452308736
8.39,0.17,4677977709066228224
8.48,0.2,4759227632629872512
4.34,-0.44,5421499117091585280
11.28,0.11,5319065001774887040
7.62,-0.41,3796111276975882624
2.77,-0.17,5419945335363208320
11.59,-0.13,5480084738748644224
3.18,-0.33,5419846722914216448
4.37,-0.06,5421491764107538816
8.02,-0.67,3565700270254938112
4.59,-0.03,5319066754121542144
3.66,0.13,5419848612699845504
5.38,-0.26,5485504227265191936
11.72,-0.93,5479601945767536256
7.0,-0.37,5319094555449723264
11.1,-0.31,4761742211425781120
3.65,-0.13,5479664175551480064
10.95,-0.52,4760918681513563520
5.69,-0.19,5419848681419395328
11.46,-0.43,5419977255560200448
5.75,-0.22,5319183615892584064
11.94,-0.24,4678756713054408960
6.61,-0.31,5319185505678397568
3.45,-1.41,5419951004720058112
2.41,-0.03,5419847891145411840
3.05,0.18,5419950489323967872
4.9,-0.25,5319094314931564544
5.55,-0.05,5419950454964335104
7.48,-0.72,5319103282823548288
8.63,0.02,5319083182376351616
5.66,0.15,5326049340158181248
8.86,-0.36,5479895103055071744
7.23,0.03,5419950798561622528
10.3,-0.76,3564878488392248576
4.56,-0.43,5421310997523732224
11.96,-0.52,5480067455800400768
7.62,-0.34,5419950386244756992
10.97,-0.41,5423071006406239488
2.78,0.04,5324640560831764096
5.24,-0.38,5419944304571056640
10.11,-0.19,5485496187086418432
11.25,-0.47,5481365360556854784
5.54,0.02,5419765324693501184
9.8,-0.1,5482084956557843840
3.34,0.0,5423014106680228992
9.78,-0.29,5319057996688404608
10.08,0.22,4757993430827933440
11.33,0.08,4761500941639163904
2.74,-0.51,5419791403734935168
11.35,-0.11,4758473225917170432
8.51,-0.08,5319082357742630144
9.85,-0.33,4758648774117791104
7.37,0.3,5419763194389714944
7.75,-0.46,5485500005313889536
4.64,-0.1,5319175369555340800
6.26,-0.78,4760779146615438976
5.52,0.04,5419762644633894784
10.9,-0.53,4677951492585638144
1.82,-0.08,5324606441610790528
8.59,-0.26,5480077003511025920
6.66,0.0,5318996801994413568
7.41,-0.04,5419764946736376960
9.37,0.04,5479662526284467072
9.44,-0.42,5319060569368641280
7.25,-0.3,3565491912801581952
5.96,-0.08,5480321271187770240
8.89,0.34,5423062966227361792
10.74,-0.03,5319182378942038144
10.0,0.31,5419799340834684544
10.46,0.06,5479597826896132608
10.34,-0.22,4757990166653534592
4.53,0.19,4758505214835069824
11.8,0.09,4761747644560995456
12.06,-0.09,5319085450119575424
2.19,-0.09,5419763636765742592
5.94,-0.28,5419761579482002176
11.33,-0.19,5479684718377963904
5.85,-0.7,5419788345718347904
10.67,-0.18,5319074210184769280
11.18,-0.38,3896398836353419776
11.47,-0.44,5419755635247252864
7.44,0.2,5422977925875140224
8.96,-0.14,4759211243034657792
11.28,-0.48,5319174304403482496
5.21,-0.11,5479591225530161280
10.13,0.28,5481538018242388224
8.9,0.26,5485476434533560704
9.71,0.02,5319060126992223616
11.05,-0.07,5324630562147819392
10.29,0.0,5419789823187108608
10.85,-0.08,4759266867156545536
3.81,0.03,5481530214284527744
5.59,-0.43,5318994362452972288
9.05,-0.6,5319053770440616576
1.49,-0.02,5319059783394865280
7.45,0.19,4760911088011402112
4.57,-0.1,5319052258612113408
8.62,-0.18,3565614645786915328
4.98,-0.17,3796083415523862912
6.08,-0.64,5319078165854573440
5.4,-0.2,5319074966099770240
9.53,-0.58,4758514977296802816
3.83,0.03,5482050974776394112
5.78,-0.07,5326036390831249408
7.07,-0.43,5318985875597563008
2.2,0.03,5419793121722008064
3.3,-0.22,5421296360275123200
11.23,-0.11,5481534818489473024
10.64,-0.88,3592839103446424576
